datetime,subcatchment_S1_Bifenthrin,subcatchment_S2_Bifenthrin,subcatchment_S3_Bifenthrin,subcatchment_S4_Bifenthrin,subcatchment_S5_Bifenthrin,subcatchment_S6_Bifenthrin,subcatchment_S7_Bifenthrin,subcatchment_S8_Bifenthrin,subcatchment_S9_Bifenthrin,subcatchment_S10_Bifenthrin,subcatchment_S11_Bifenthrin,subcatchment_S12_Bifenthrin,subcatchment_S13_Bifenthrin,subcatchment_S14_Bifenthrin,subcatchment_S15_Bifenthrin,subcatchment_S16_Bifenthrin,subcatchment_S17_Bifenthrin,subcatchment_S18_Bifenthrin,subcatchment_S19_Bifenthrin,subcatchment_S20_Bifenthrin,subcatchment_S21_Bifenthrin,subcatchment_S22_Bifenthrin,subcatchment_S23_Bifenthrin,subcatchment_S24_Bifenthrin,subcatchment_S25_Bifenthrin,subcatchment_S26_Bifenthrin,subcatchment_S27_Bifenthrin,subcatchment_S28_Bifenthrin,subcatchment_S29_Bifenthrin,subcatchment_S30_Bifenthrin,subcatchment_S31_Bifenthrin,subcatchment_S32_Bifenthrin,subcatchment_S33_Bifenthrin,subcatchment_S34_Bifenthrin,subcatchment_S35_Bifenthrin,subcatchment_S36_Bifenthrin,subcatchment_S37_Bifenthrin,subcatchment_S38_Bifenthrin,subcatchment_S39_Bifenthrin,subcatchment_S40_Bifenthrin,subcatchment_S41_Bifenthrin,subcatchment_S42_Bifenthrin,subcatchment_S43_Bifenthrin,subcatchment_S44_Bifenthrin,subcatchment_S45_Bifenthrin,subcatchment_S46_Bifenthrin,subcatchment_S47_Bifenthrin,subcatchment_S48_Bifenthrin,subcatchment_S49_Bifenthrin,subcatchment_S50_Bifenthrin,subcatchment_S51_Bifenthrin,subcatchment_S55_Bifenthrin,subcatchment_S57_Bifenthrin,subcatchment_S60_Bifenthrin,subcatchment_S61_Bifenthrin,subcatchment_S63_Bifenthrin,subcatchment_S66_Bifenthrin,subcatchment_S67_Bifenthrin,subcatchment_S77_Bifenthrin,bif_sum,date,year,month,day
2009-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-11,2009,1,11
2009-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-12,2009,1,12
2009-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-13,2009,1,13
2009-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-14,2009,1,14
2009-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-15,2009,1,15
2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-16,2009,1,16
2009-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-17,2009,1,17
2009-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-18,2009,1,18
2009-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-19,2009,1,19
2009-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-20,2009,1,20
2009-01-21,0.0,0.5547653533109964,0.0,0.3429417623607504,1.0640152852728642,0.0,1.4183155307809283,1.2174376616024007,1.453590007891468,0.31404840128325723,0.6767635961314041,0.7306332759573259,0.0,0.0,1.391277536708805,0.0,0.0,1.3405356026962505,2.0555354624739617,1.3470621970868577,0.4936233358185265,2.1507313122201053,0.0,1.1906415917764834,1.4632095300478771,0.5123869835135293,1.679046055814677,0.5201557517651132,0.6109232822103368,1.9070179093691517,0.6526365005313411,2.0538780703728876,1.771952640536617,1.5151521324578003,0.0,0.0,0.11832429165968229,0.13036003807544644,0.34968090773851584,1.4549588359546985,1.1396568724483906,1.529358338665229,1.9787664114661498,3.3673350218107276,0.5891733365904426,0.8430617631362747,0.0,2.971534645175412,1.814872465262916,0.6199948785862518,2.353766817851582,0.9853945253022318,0.0,0.6883548720264416,2.1679809477098533,3.100096465836492,0.8942451455589729,0.7193856471069237,0.0,58.24457899795436,2009-01-21,2009,1,21
2009-01-22,0.8608316121676639,7.850184746653687,2.5571916929205973,17.142190658037354,13.85577373234285,29.199105122909504,4.967579126415964,4.638003170372243,7.015307294813137,3.7420431883065857,7.796078558859273,7.345830415641165,0.8311381363978056,7.177033993200345,4.957645219297068,0.0,0.0,5.226985235139001,3.687627366213546,5.34314882346903,16.524196942928647,10.785457926334987,0.3737564310035704,20.043026265978792,5.720860741127317,17.110704679695623,6.986946714465934,18.6359948266363,18.14925555931322,11.56722465029156,9.400139169456056,8.71085600094603,8.907873865653176,6.110028384211899,1.5182323944967704,1.0382562644255748,1.2476940545336204,1.6611060175201604,3.275052736328564,6.252925496643546,5.372610298785454,8.980112765996418,8.249109565788327,6.147434829934918,3.672333027237234,7.5259032738126015,2.411082558524249,6.2687325167076775,7.521315759489495,1.7848036611329434,5.910263975784107,8.509279730085005,9.394646679244229,2.0666529245451843,2.055161154232881,4.790888941499936,38.09283365330261,21.75275865194785,17.357682093284765,476.076893276484,2009-01-22,2009,1,22
2009-01-23,1.793092610369081e-05,7.279485587894426e-07,3.4910017897704228e-06,4.188482904978476e-06,3.8238666292568465e-07,2.2129484656467507e-06,1.6911576222665464e-08,8.648596305746108e-08,3.90380665610148e-08,3.4769157925102868e-06,1.8399604039929156e-07,1.4231418061490122e-07,1.2652014665860816e-05,1.4556576015837335e-07,2.52911723126754e-08,0.0,0.0,4.070112177646285e-08,9.758578937621014e-09,4.07890623931252e-08,1.3807935975890767e-07,1.64768620239584e-08,2.3928878529804726e-05,6.132705271320866e-07,3.945048627517437e-08,1.0770656783100373e-07,1.95003852488473e-08,1.7760785073311876e-08,8.454595596697755e-09,3.0986905254760926e-08,4.2416438998414185e-07,2.087465747288513e-09,4.22059776257246e-08,1.3111722253243825e-08,1.1246788038935682e-06,1.9291458029174845e-05,3.1665637867502916e-07,8.467607475961235e-07,1.5895686351325474e-07,1.492892366836699e-08,4.777469125491361e-08,3.010743815335083e-08,1.4197824063162034e-08,6.420052070683643e-10,4.864393044657867e-07,1.4814547652866877e-07,3.2486857860470344e-05,4.328316556754108e-09,1.406278916678346e-08,2.8028415166510982e-08,1.7978154503695054e-09,4.5555592476311385e-10,3.679276339757056e-08,4.5193250717113404e-09,1.288084488644625e-09,5.777229672440453e-10,2.6858684786934883e-09,4.05175988581843e-09,7.19397311185762e-09,0.00012626899776254738,2009-01-23,2009,1,23
2009-01-24,8.395888078770064e-11,3.162580765995796e-13,9.079158516370989e-13,2.3112827909313304e-12,1.1487999282341423e-14,5.499727199852967e-13,3.258341475986642e-16,2.30512366281989e-15,8.699326524929537e-16,1.524186743254504e-13,4.9843118353372234e-15,3.549052827761285e-15,8.562564797253834e-11,2.910229229244758e-15,5.72631547067814e-16,0.0,0.0,1.0398178350238309e-15,1.7773614949335627e-17,1.0087889120030675e-15,3.500456511816512e-15,2.708903781226925e-16,0.0,1.870129563005929e-14,9.388023171607006e-16,2.438382631368711e-15,3.510523694016713e-16,2.9422553086132085e-16,1.2209952821921954e-16,5.883582041902592e-16,1.655092804275348e-14,2.696097270402041e-17,8.904223649642383e-16,2.2410640057346615e-16,1.1933715503899317e-13,3.2892021626552016e-08,8.837951704021583e-15,2.0655615719810387e-14,7.897093910116145e-15,2.6528987648104453e-16,1.249789107482544e-15,5.766529956796671e-16,2.344647850810723e-16,9.059943030738032e-19,7.205244781447173e-15,3.890299951121313e-15,6.647162533467599e-10,9.892995735460166e-18,2.362321448970123e-16,4.859996307016527e-16,2.2344218986810924e-17,6.127878172015693e-19,6.508936699913924e-16,6.666192551283678e-17,7.135229506726105e-19,7.0726424916165185e-19,8.281863781935916e-18,1.379735756880215e-17,1.5618977028085664e-18,3.373080587441207e-08,2009-01-24,2009,1,24
2009-01-25,3.94807797383113e-11,1.2232001717790452e-15,1.0104231665082078e-14,1.0851335522804356e-14,5.490465510023259e-18,3.3840482272433746e-15,5.527916074028398e-21,2.6129678911313424e-19,9.268465634503927e-21,4.328302322308456e-16,1.582126006979089e-18,6.57170054673888e-19,0.0,3.567555323629683e-20,1.6075273694278125e-20,0.0,0.0,1.0632679568891241e-20,2.0768562415079887e-23,9.767548037727844e-21,1.7271317493556442e-19,7.2575065560316125e-22,0.0,1.514428183029117e-17,8.063245243329592e-21,7.628811056771543e-20,5.542175388870615e-21,7.392588851801145e-22,7.241255060095419e-23,4.95214229268581e-21,1.1565114563469085e-17,1.9628231750073163e-23,8.00986626338172e-21,2.446252182216769e-21,4.720029159057828e-16,0.0,1.6626103401644812e-18,2.3132586276249885e-17,2.696065506709481e-18,3.603837248748069e-21,1.9648606407966905e-20,5.227751984250568e-21,1.97338750046888e-21,2.181582243825517e-25,8.267095155687205e-18,7.791431340411457e-19,3.151461305580061e-10,4.261907622012192e-24,2.285572836077817e-21,2.188505430046887e-21,1.5014831595094584e-23,1.0660978959869144e-25,9.184730760113478e-22,2.656807700402534e-23,2.254091999794248e-25,1.6720648803611157e-25,2.098723922364892e-24,5.422987387562622e-24,7.795044533422984e-26,3.5465344958544817e-10,2009-01-25,2009,1,25
2009-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-26,2009,1,26
2009-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-27,2009,1,27
2009-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-28,2009,1,28
2009-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-29,2009,1,29
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-30,2009,1,30
2009-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-31,2009,1,31
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-01,2009,2,1
2009-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-02,2009,2,2
2009-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-03,2009,2,3
2009-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-04,2009,2,4
2009-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-05,2009,2,5
2009-02-06,0.0,0.9710819425447828,0.0,1.467288385359695,3.2023273154612624,0.2624716430191212,2.153121127441797,2.0102370883548075,2.520292796545226,0.5711686901704011,2.036276712449574,2.0533679926461548,0.0,0.0,2.1299708441619685,0.0,0.0,2.208417077067022,2.4923571715249286,2.2163017593507712,0.9070145667704839,3.3181480797239886,0.0,0.3651654067504798,2.3954926740790645,0.9411028853876416,2.6781189435993955,0.949516806205176,0.9725947099937854,3.1757587139073484,1.2205239599650815,3.7304480960973394,3.0478972412669276,2.234742743954892,0.0,0.0,0.26267650259949943,0.28944462500462625,0.6119320741286898,2.1512695615177773,2.0030150715071566,2.5729361379288727,2.8908462310544367,3.665676628549815,5.1779376772163594,2.3652472603560266,0.0,3.6236022623262767,2.6573550909616444,1.209453782177327,3.1311750348232006,3.934466146250429,0.0,1.1653419645331464,11.074711534643344,3.192005536193077,1.4069579331695652,1.0608796166461651,0.0,106.67813604538655,2009-02-06,2009,2,6
2009-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-07,2009,2,7
