datetime,subcatchment_S65_Bifenthrin,subcatchment_S69_Bifenthrin,subcatchment_S72_Bifenthrin,subcatchment_S73_Bifenthrin,subcatchment_S80_Bifenthrin,subcatchment_S81_Bifenthrin,subcatchment_S83_Bifenthrin,subcatchment_S88_Bifenthrin,subcatchment_S90_Bifenthrin,subcatchment_S100_Bifenthrin,subcatchment_S104_Bifenthrin,subcatchment_S105_Bifenthrin,subcatchment_S106_Bifenthrin,subcatchment_S107_Bifenthrin,subcatchment_S109_Bifenthrin,subcatchment_S110_Bifenthrin,subcatchment_S111_Bifenthrin,subcatchment_S112_Bifenthrin,subcatchment_S113_Bifenthrin,bif_sum,date,year,month,day
2009-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-17,2009,1,17
2009-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-18,2009,1,18
2009-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-19,2009,1,19
2009-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-20,2009,1,20
2009-01-21,0.0,0.0,0.6657666982016308,0.5276842656364865,0.47047565828346705,0.7156624459317387,0.4850347714392894,1.5711647724758377,0.8063868628420005,0.14838926480575823,0.0,2.474592883059585,0.6650404072852814,0.0,1.7590049218338473,0.5142212394518701,0.7827123337780182,1.6250721634663428,1.6609658324362173,14.87217452092737,2009-01-21,2009,1,21
2009-01-22,0.0,17.049487676891843,2.2812898461195146,6.764588818238402,18.79246875304877,1.5295190074730538,10.05124883786989,6.563501959445819,11.288177662001171,22.78136851244724,11.434153224113567,4.8387925987756395,6.317170401472982,3.5209596007970747,7.653736190698723,16.0068719434307,1.691132476078548,8.330652639925008,8.873435838204307,165.76855598703224,2009-01-22,2009,1,22
2009-01-23,0.0,5.956727441342271e-06,7.705446991434858e-09,1.4642921967967106e-07,1.0308876047757255e-07,6.518016269409162e-08,1.717279552945198e-09,2.012632324693163e-09,4.3622788595989997e-07,1.2512108140442435e-06,4.207364115095906e-09,5.616494728698301e-10,1.1918668559379456e-09,1.5555901684446827e-05,3.8112943004907105e-09,4.700837103077714e-09,5.29298430480694e-08,1.0837218309041574e-08,6.4939490858297216e-09,2.3610935349804062e-05,2009-01-23,2009,1,23
2009-01-24,0.0,8.993942788812074e-12,1.216845183280557e-16,3.74720945816552e-15,2.2888417278584557e-15,2.847614438084003e-16,4.410082750704562e-18,2.674847596848862e-17,1.5019668387095288e-14,4.6983892436515543e-14,7.431946960453154e-17,8.533135333882243e-19,2.3397112646582407e-18,9.608012040034075e-12,5.273125732201394e-17,6.901909528456515e-17,2.056790561694542e-16,1.7279338077359282e-16,9.651305318605651e-17,1.867110629371378e-11,2009-01-24,2009,1,24
2009-01-25,0.0,1.9249269814839855e-13,8.812966646390007e-23,1.2505197708212758e-18,9.677656381185549e-20,5.52590549488795e-20,1.1477771674727588e-24,2.3268651968687115e-23,8.936288139491154e-18,1.2876021219768948e-16,2.499132230812148e-23,2.2533334592229326e-25,5.772526350801401e-25,8.776914195153188e-13,7.590103476627672e-23,2.964204851700574e-23,1.0585117746730072e-20,3.5573162715920372e-22,9.034786172059997e-23,1.0703232279945243e-12,2009-01-25,2009,1,25
2009-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-26,2009,1,26
2009-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-27,2009,1,27
2009-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-28,2009,1,28
2009-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-29,2009,1,29
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-30,2009,1,30
2009-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-31,2009,1,31
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-01,2009,2,1
2009-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-02,2009,2,2
2009-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-03,2009,2,3
2009-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-04,2009,2,4
2009-02-05,0.0,0.0,0.0,0.0,0.0,0.5266324680664025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5266324680664025,2009-02-05,2009,2,5
2009-02-06,0.0,0.0,1.20653959540824,1.5887970037018924,0.9238456312017956,8.455531664831542,3.7830495575070504,2.869730201572869,1.504895161252218,0.28898486938171086,0.0,2.697884351305133,3.05455240637792,0.0,3.0321278918741217,0.8167819371212415,10.704770179536162,2.486818128001702,2.4946535735269206,45.908962152600516,2009-02-06,2009,2,6
2009-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-07,2009,2,7
2009-02-08,0.0,0.6285912864383718,0.4461841946257673,0.11005529704726996,0.29400813114470187,0.06037687286851629,0.09954373249242099,0.07000883630245128,0.2065572467769042,0.5547640632872485,1.8737302964293145,0.04278665748998601,0.06023557123433411,1.4640859337610688,0.07402640682100137,0.1849908439858922,0.07162402713130202,0.09893829407693298,0.09969019519541289,6.440197887108897,2009-02-08,2009,2,8
2009-02-09,0.0,0.15237195533157055,0.18984189914427232,0.03494430567678508,0.0979759997601427,0.001884477052492577,0.04309939594141522,0.025809653590639255,0.0613507691113625,0.14669791222064008,1.0252646254065394,0.017859315033515462,0.024912872689145125,0.3373219992251825,0.02675294056708839,0.07318225358271035,0.0024246594484595377,0.03427693230158669,0.03523236691257917,2.331204332996127,2009-02-09,2009,2,9
2009-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-10,2009,2,10
2009-02-11,0.0,0.03119808028919032,0.0001705784360543532,0.0057610794625989415,0.00509385554709854,7.11109587085018e-05,8.672252133317713e-06,2.0363348346119597e-05,0.015866014520140078,0.012254303335541818,7.073684191155638e-05,2.184552110520166e-06,4.290886163407329e-06,0.06859658970747036,3.727900009137705e-05,7.401679263488843e-05,6.356076224857612e-05,0.00019898330142754635,9.580456641129353e-05,0.1395875045602815,2009-02-11,2009,2,11
2009-02-12,0.0,8.800208864518009e-07,6.438842027367175e-14,9.722264958643138e-10,2.743680664025827e-10,6.144150819070317e-11,3.656245099697411e-16,1.0772347282846902e-14,7.199042696966745e-09,2.2767536375649606e-08,2.151114089395676e-14,8.062559721148246e-17,1.7745718912906546e-16,1.4549306364334816e-06,5.5399659147989985e-14,4.27559952290445e-14,2.3982876404944718e-11,1.8905872696689106e-12,3.863907958719837e-13,2.3662525933340973e-06,2009-02-12,2009,2,12
2009-02-13,0.0,3.7111276791283747e-06,6.448709332120112e-17,8.603639767324276e-10,1.8401448968995638e-11,3.18211576341068e-11,1.3581343844965612e-19,7.409943577156164e-18,7.465724349911829e-09,8.709129182393937e-08,1.2355493274181151e-17,2.1723132899343307e-20,6.069454013897433e-20,8.057987789678604e-06,5.261438102028857e-17,3.9675367635845614e-17,1.1792128235084153e-11,5.310973820559305e-15,6.471314400057637e-16,1.1864594869827266e-05,2009-02-13,2009,2,13
2009-02-14,0.0,5.583593782707897e-13,3.5389500579613985e-25,2.0434548320009014e-17,1.9103700198356968e-19,3.956761752319151e-20,5.569404825930058e-28,4.04992695487091e-26,5.402465804941618e-16,8.814816275692228e-15,5.551387431783779e-26,8.160127532298854e-29,2.513181894951926e-28,6.597442347531189e-13,3.0872677595932283e-25,2.232284669009315e-25,5.8289353968650984e-21,3.873061602654586e-23,4.2330199049929314e-24,1.2274793469059163e-12,2009-02-14,2009,2,14
2009-02-15,0.0,2.0237983916418935e-12,2.0054225118751073e-28,7.099944532275858e-19,3.1898137758658427e-21,1.2353124472630024e-21,2.3209186864214478e-32,1.267788250397422e-29,2.838912049206203e-17,1.0304803101825928e-15,7.13634690037602e-30,3.937831759217007e-33,2.7016691301082306e-32,2.3656716354673633e-12,1.7326742668564603e-28,1.1339118148493914e-28,1.2232696603840257e-22,7.941087242238148e-26,4.554615303454014e-27,4.390529611081921e-12,2009-02-15,2009,2,15
2009-02-16,0.0,2.868190947998274e-16,4.9118942174812754e-36,3.506202996738566e-26,1.385180558378121e-28,1.7492573820115636e-29,4.073901251387494e-40,2.8566431472555667e-37,2.5587385864133457e-24,4.803073094277853e-23,1.6265309451583555e-37,1.8077101337679811e-41,1.364994757230637e-40,1.441093763454772e-15,4.265869359969462e-36,2.714971963201404e-36,2.3111069600561706e-30,2.4813546096666993e-33,1.245695355051199e-34,1.7279129088792893e-15,2009-02-16,2009,2,16
2009-02-17,0.0,1.0565074063938658e-20,2.077206051199477e-45,3.36144386676538e-33,3.5490597664685814e-37,7.224760562053857e-37,0.0,6.838268955480235e-47,9.731770724934599e-31,1.1389134696183665e-28,5.3736086999903155e-47,0.0,0.0,1.3180063209407702e-20,1.5301740310045104e-45,1.0340820957800309e-45,1.0067515732260231e-38,1.123938585901963e-42,5.137672301524068e-44,2.3745137388214244e-20,2009-02-17,2009,2,17
2009-02-18,0.0,5.2648542654109936e-30,0.0,1.5277292036221818e-44,0.0,0.0,0.0,0.0,1.72228678726426e-41,5.590025946278289e-39,0.0,0.0,0.0,5.928103380389155e-29,0.0,0.0,0.0,0.0,0.0,6.45458880749098e-29,2009-02-18,2009,2,18
2009-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-19,2009,2,19
2009-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-20,2009,2,20
2009-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-21,2009,2,21
2009-02-22,0.0,3.4295048795808945e-29,0.0,7.064172068038234e-45,0.0,0.0,0.0,0.0,1.7839907409092656e-41,8.264287124680833e-39,0.0,0.0,0.0,1.778677518307187e-28,0.0,0.0,0.0,0.0,0.0,2.121628006348098e-28,2009-02-22,2009,2,22
2009-02-23,0.0,9.061384092503066e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.535432224115463e-47,0.0,0.0,0.0,4.2224061893715957e-36,0.0,0.0,0.0,0.0,0.0,5.128544598717257e-36,2009-02-23,2009,2,23
2009-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-24,2009,2,24
2009-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-25,2009,2,25
2009-02-26,0.0,1.5346770084342699e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1736156721703112e-42,0.0,0.0,0.0,0.0,0.0,1.3270833730137382e-42,2009-02-26,2009,2,26
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-27,2009,2,27
2009-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-28,2009,2,28
2009-03-01,0.0,3.677212139005383e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7886800747037454e-42,0.0,0.0,0.0,0.0,0.0,2.1564012886042837e-42,2009-03-01,2009,3,1
2009-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2505534760425657e-47,0.0,0.0,0.0,0.0,0.0,1.2505534760425657e-47,2009-03-02,2009,3,2
2009-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-03,2009,3,3
2009-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-04,2009,3,4
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-05,2009,3,5
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-06,2009,3,6
2009-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-07,2009,3,7
2009-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-08,2009,3,8
2009-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-09,2009,3,9
2009-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-10,2009,3,10
2009-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-11,2009,3,11
2009-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-12,2009,3,12
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-13,2009,3,13
2009-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-14,2009,3,14
2009-03-15,0.0,0.0,0.0,0.0,0.0,0.2332537617896081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2332537617896081,2009-03-15,2009,3,15
2009-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-16,2009,3,16
2009-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-17,2009,3,17
2009-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-18,2009,3,18
2009-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-19,2009,3,19
2009-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-20,2009,3,20
2009-03-21,0.0,0.0,0.0,0.0,0.0,0.527801602062909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6275207620917219,0.0,0.0,1.1553223641546309,2009-03-21,2009,3,21
2009-03-22,0.0,0.478024570562549,1.6357418480794144,3.7726350137369478,1.2441036911450942,0.7295012829230195,1.810684451352853,1.3353675636379168,5.257710572238001,0.6038587575672264,2.307811161937337,14.302679892411952,1.7406732557389961,0.9165410631618987,11.668399597744704,1.6965208691882387,0.8384618037480077,1.3886332675273185,1.3899847315881264,53.117333394289616,2009-03-22,2009,3,22
2009-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-23,2009,3,23
2009-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-24,2009,3,24
2009-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-25,2009,3,25
2009-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-26,2009,3,26
2009-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-27,2009,3,27
2009-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-28,2009,3,28
2009-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-29,2009,3,29
2009-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-30,2009,3,30
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-31,2009,3,31
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-01,2009,4,1
2009-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-02,2009,4,2
2009-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-03,2009,4,3
2009-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-04,2009,4,4
2009-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-05,2009,4,5
2009-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-06,2009,4,6
2009-04-07,0.0,7.815821515480425,11.50545046104653,10.279187122199467,25.48639999197765,26.656380778808007,36.02109273791843,22.562296261416282,15.267752232405424,14.90927182398202,25.87229746695692,28.584844797366642,30.137250964345963,14.513043551335395,23.13818632696236,33.31552024563645,34.323434537540834,20.758118764465184,23.328959634170868,404.4753092140149,2009-04-07,2009,4,7
2009-04-08,0.0,0.0029391370676015343,0.001372954103631445,0.000678884356540672,0.0011456453856402433,0.00029882022077191923,0.0010663917454448617,0.0007239393678661003,0.0007551377961542584,0.0007272224883085529,0.003285734227435767,0.0007888036649739059,0.0008695968542295941,0.009306690400791838,0.000773282581102363,0.0011217732919366157,0.0005739007020142417,0.0007678747758111605,0.0008207107270195288,0.028016499757274604,2009-04-08,2009,4,8
2009-04-09,0.0,1.9870411717605333e-05,1.3571076331120463e-08,2.0985358528432293e-06,2.6514615667841505e-07,3.875106085295751e-07,1.4249465371711817e-09,7.618239143404881e-08,5.813562986731175e-06,1.7170522721805719e-06,4.846416659524818e-09,5.933072155030503e-09,1.198283314211876e-08,7.22679791712361e-05,1.3153468686335238e-07,1.3699882748680604e-08,2.747735041204043e-07,3.290630379775668e-07,2.0488027442870035e-07,0.0001034880908882021,2009-04-09,2009,4,9
2009-04-10,0.0,4.763563847716341e-09,1.1493436487062203e-13,7.983293045551234e-12,3.252222152061962e-12,2.5125172985255852e-12,9.91735406577294e-15,6.776499507490284e-14,6.536834589404672e-11,1.414157694791459e-10,4.195371917223572e-14,4.278046069414931e-15,9.198965159509918e-15,1.4342493510096628e-08,1.23518385684961e-13,1.1284148898572328e-13,8.130526441712377e-13,3.5780799268448017e-13,2.0681329501708614e-13,1.9328451586933254e-08,2009-04-10,2009,4,10
2009-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-11,2009,4,11
2009-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-12,2009,4,12
2009-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-13,2009,4,13
2009-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-14,2009,4,14
2009-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-15,2009,4,15
2009-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-04-16,2009,4,16
