datetime,subcatchment_S65_Runoff_rate,subcatchment_S69_Runoff_rate,subcatchment_S72_Runoff_rate,subcatchment_S73_Runoff_rate,subcatchment_S80_Runoff_rate,subcatchment_S81_Runoff_rate,subcatchment_S83_Runoff_rate,subcatchment_S88_Runoff_rate,subcatchment_S90_Runoff_rate,subcatchment_S100_Runoff_rate,subcatchment_S104_Runoff_rate,subcatchment_S105_Runoff_rate,subcatchment_S106_Runoff_rate,subcatchment_S107_Runoff_rate,subcatchment_S109_Runoff_rate,subcatchment_S110_Runoff_rate,subcatchment_S111_Runoff_rate,subcatchment_S112_Runoff_rate,subcatchment_S113_Runoff_rate,runf_sum,date,year,month,day
2010-12-29,0.0,0.08533325130708035,0.34618633163452694,0.19931865814407096,0.24171234287003537,0.3371290887857437,0.45331233453472464,0.40233944583129216,0.17207200528490496,0.14173151045785343,0.36158683862958285,0.5123471995674282,0.47472130999239065,0.08221074968033797,0.38716671549745785,0.36563484474087254,0.36037027043321396,0.33788226258211124,0.35858788478434184,5.61964304475797,2010-12-29,2010,12,29
2010-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-30,2010,12,30
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-31,2010,12,31
2011-01-01,0.0,0.0883984991053095,0.2685252854945807,0.18647825473857926,0.20383308403430492,0.3312508210997429,0.3481510997361415,0.33006615663380745,0.16416246605599824,0.12939938294614634,0.2531994985374698,0.39750670313049447,0.37070511592890637,0.08025924263646826,0.3218569622381384,0.29235328419255896,0.34498601448573474,0.288751116881001,0.29887267398584105,4.698755661861224,2011-01-01,2011,1,1
2011-01-02,0.0,0.13846926557724634,0.4278433290684731,0.2971003354335055,0.33096442217160776,0.505125386924619,0.5613394085595481,0.5202044089810454,0.2606934110832974,0.2136896404417894,0.4183844543867841,0.6385413286747336,0.5952730867848348,0.12982640264476678,0.5036257813612252,0.4629833763942589,0.530950641718839,0.44799796795716207,0.46745755627890934,7.450470204442646,2011-01-02,2011,1,2
2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002785953930806323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002785953930806323,2011-01-03,2011,1,3
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-04,2011,1,4
2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-05,2011,1,5
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-06,2011,1,6
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-07,2011,1,7
2011-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-08,2011,1,8
2011-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-09,2011,1,9
2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-10,2011,1,10
2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-11,2011,1,11
2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-12,2011,1,12
2011-01-13,0.0,0.02621744157523997,0.05838135025638492,0.048912307342235464,0.051775688195443606,0.09440726280952269,0.07810252385884603,0.07795835066668773,0.04534735086059669,0.03623601559876511,0.047988649629884784,0.0909394344545906,0.0849711113667594,0.022201550370573243,0.07503297130468192,0.06648085345257553,0.09775880417460182,0.06964082884613121,0.06997985181619217,1.142332346579713,2011-01-13,2011,1,13
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-14,2011,1,14
2011-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-15,2011,1,15
2011-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-16,2011,1,16
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-17,2011,1,17
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-18,2011,1,18
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-19,2011,1,19
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-20,2011,1,20
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-21,2011,1,21
2011-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-22,2011,1,22
2011-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-23,2011,1,23
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-24,2011,1,24
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-25,2011,1,25
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-26,2011,1,26
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-27,2011,1,27
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-28,2011,1,28
2011-01-29,0.0,0.0,0.0,0.002762630734321643,0.0,0.006447738576685414,0.0,0.0,0.0027521887048776814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006100141113312795,0.0,0.0,0.018062699129197536,2011-01-29,2011,1,29
2011-01-30,0.0,0.15251646324838997,0.45337960494561325,0.3254543488323946,0.3603087782622257,0.558190071774413,0.590604815512875,0.5544898253744756,0.28810608948991573,0.2313689345274618,0.4333938446302151,0.673956130367403,0.6284796205152475,0.14294917994138598,0.5407143809555162,0.4910053891175575,0.5835498074749852,0.4829043506178845,0.49960250369840786,7.990974139286368,2011-01-30,2011,1,30
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-31,2011,1,31
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-01,2011,2,1
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-02,2011,2,2
2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-03,2011,2,3
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-04,2011,2,4
2011-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-05,2011,2,5
2011-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-06,2011,2,6
2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-07,2011,2,7
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-08,2011,2,8
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-09,2011,2,9
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-10,2011,2,10
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-11,2011,2,11
2011-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-12,2011,2,12
2011-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-13,2011,2,13
2011-02-14,0.0,0.0,0.0,0.0,0.0,0.007883934916304866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007420151002580463,0.0,0.0,0.015304085918885327,2011-02-14,2011,2,14
2011-02-15,0.0,0.0,0.0,0.0,0.0,0.008094967855720928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007978678989913474,0.0,0.0,0.0160736468456344,2011-02-15,2011,2,15
2011-02-16,0.0,0.23940212089103705,0.7016342025450313,0.49756157954770314,0.5523502631350397,0.8521142555183875,0.9160574210984144,0.8593356219083045,0.43651902129001025,0.3573328014923764,0.674013095696273,1.0436846191589582,0.973112395212208,0.22110429134804635,0.8317828852557383,0.763582617790386,0.8895344888156533,0.7425230624544561,0.7722294136468631,12.323874156804887,2011-02-16,2011,2,16
2011-02-17,0.0,0.25681472380639,0.7548030072015447,0.5359041448997756,0.5998093264286605,0.9152046159295831,0.981849277983938,0.9203241414158795,0.4692060922994686,0.3844021625080538,0.725778524472145,1.1183737375245584,1.0427280103373529,0.23507434830661827,0.8957874714910771,0.8181253306651037,0.9591610777585754,0.801398390651509,0.8315202484481414,13.246264632128375,2011-02-17,2011,2,17
2011-02-18,0.0,0.21186712870068694,0.5718095334863529,0.42589795288135196,0.463710513611861,0.7452968737824776,0.7465537246234231,0.7082286751374712,0.37893397136684387,0.309711020584601,0.539147542824941,0.8534525112459033,0.7960164482748167,0.19512272037687178,0.6898021889750872,0.6223609233012735,0.777452386797928,0.6190041096585748,0.6408583147519523,10.295226540382416,2011-02-18,2011,2,18
2011-02-19,0.0,0.07791452811209287,0.3270091678622931,0.1759789873736856,0.21866845759122722,0.30205452977838804,0.42834664593057176,0.37642287485794224,0.1507923421948194,0.12243147913292586,0.3454688141280839,0.480655452464314,0.44748037558891296,0.07419100275752404,0.35876952246042926,0.3437363602304047,0.32036434716395124,0.311652732831029,0.33211747054624724,5.194055091004843,2011-02-19,2011,2,19
2011-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-20,2011,2,20
2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-21,2011,2,21
2011-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-22,2011,2,22
2011-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-23,2011,2,23
2011-02-24,0.0,0.11591865068269906,0.25165691607302604,0.22530325722511807,0.23116101550160786,0.405306009930743,0.32502487507691014,0.33088670214668525,0.20266511056155606,0.16467227882011748,0.2133667358795375,0.37756235345626843,0.3527041393918134,0.10577503511533415,0.3282218291586704,0.2837908135781825,0.4183545977956843,0.30213910070549255,0.3057971363442515,4.940306557443698,2011-02-24,2011,2,24
2011-02-25,0.3935529577609388,0.4585566685479372,1.163352156658704,0.8239762210036559,0.9039320991797399,1.41424920386641,1.5106454692142601,1.3962975214768707,0.7420538206270842,0.6060993137659273,1.1471504838581983,1.7117958595356249,1.5941220673048957,0.39653696308643294,1.3537812084109853,1.2492068535694143,1.4550570040850597,1.2071840545070938,1.2573279834108129,20.784877909870044,2011-02-25,2011,2,25
2011-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-26,2011,2,26
2011-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-27,2011,2,27
2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-28,2011,2,28
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-01,2011,3,1
2011-03-02,0.0,0.0,0.0,0.0,0.0,0.009219926050011717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007909837903427789,0.0,0.0,0.017129763953439507,2011-03-02,2011,3,2
2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-03,2011,3,3
2011-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-04,2011,3,4
2011-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-05,2011,3,5
2011-03-06,0.0,0.20899797234788522,0.5643698242238441,0.4244268144678254,0.46477158927924483,0.7495488046405249,0.7340869465709651,0.703486937656911,0.3779192306641331,0.30872312832242343,0.5266712021382187,0.8401594303151303,0.7837050107977163,0.18874681349141065,0.6879600784041934,0.6174904602947455,0.7777626701763584,0.6200880111737905,0.6392017413733853,10.218116666338705,2011-03-06,2011,3,6
2011-03-07,0.0,0.026215348655759196,0.13225100780864205,0.06435269460510921,0.08524865558512561,0.10254045284435072,0.1750765382876817,0.1498374086796291,0.05369301638612869,0.04419787236902728,0.1421821163199927,0.19574205475606507,0.18215732484271568,0.02617430642130161,0.14055364238470563,0.1380851592214809,0.1114513264742787,0.121831617828469,0.1299676539912457,2.0215581974617085,2011-03-07,2011,3,7
2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-08,2011,3,8
2011-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-09,2011,3,9
2011-03-10,0.0,0.0,0.0,0.0036876489449613457,0.003043977085136495,0.012186393643477525,0.003109693868041853,0.006297843525059625,0.003498567990454019,0.002762054361816921,0.0,0.006589339498422618,0.0061729534026430805,0.0,0.006411167437290305,0.0029713968373484075,0.011669824924866273,0.0037748460809579483,0.0036129805098060867,0.0757886881102825,2011-03-10,2011,3,10
2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-11,2011,3,11
2011-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-12,2011,3,12
2011-03-13,0.0,0.06172692786980605,0.1014947393628318,0.11093836128478554,0.10268890909001535,0.22827451501217133,0.1307365940797264,0.13988368958066696,0.10419982843859368,0.08255659115666807,0.08048018467677948,0.15371578507483258,0.1437703680803779,0.05186900443726744,0.1403976912009819,0.11740734897448639,0.22235617519894713,0.13185013377100807,0.1311212849607318,2.235468132250678,2011-03-13,2011,3,13
2011-03-14,0.0,0.25731960000693155,0.8350852712213739,0.5498990740478419,0.6387714228154964,0.9215272353372094,1.0874287821002702,1.0027397795605553,0.4823143368558364,0.3951054124805716,0.8200793273701613,1.2339407382538896,1.1500388449443009,0.24127560754918517,0.9720250515138327,0.8979819174797724,0.9760135221156464,0.8637976501891846,0.9015446791609024,14.226888253002961,2011-03-14,2011,3,14
2011-03-15,0.5418825071175642,0.5911674394179937,1.1991240276727153,0.9771088849090973,1.0119434928959317,1.6685627516697572,1.5474431180309243,1.4912831325634752,0.896736594163114,0.7306225013463586,1.113769941799719,1.7664090168128825,1.650956314553651,0.4936410863394469,1.4618775943107072,1.3142182911377074,1.7056341319240336,1.3267967917801449,1.361750574954088,22.85092819339931,2011-03-15,2011,3,15
2011-03-16,0.05186615165498108,0.21708102065286297,0.46509038751484505,0.34086566596183937,0.3686937005035717,0.48831600285976673,0.5936794616587924,0.5427899942117276,0.31372552082797184,0.26939492631053685,0.47059017172025314,0.6612152014414785,0.6186667115781938,0.19343288832133643,0.5278854554485227,0.49318359840861753,0.5162848069027225,0.47519796600200664,0.4947072523094146,8.102666884289441,2011-03-16,2011,3,16
2011-03-17,0.0,0.0,0.0032988848110097517,0.0,0.0,0.0,0.007330001879336783,0.0035664545459612655,0.0,0.0,0.00638501238439325,0.008069891717090803,0.007497515235242943,0.0,0.0033422575673730187,0.0033712230725218106,0.0,0.0027819814484772664,0.003077185489950063,0.048720408151356955,2011-03-17,2011,3,17
2011-03-18,0.0,0.18925761588668263,0.5055150781509197,0.38282798673964796,0.4156078029857991,0.67351372202583,0.6550614574274732,0.6273382574521893,0.33831324381956823,0.27630717992410714,0.4698721729598261,0.7497509213433827,0.6993692083093711,0.1727107310594263,0.6132258822237104,0.5531575261852598,0.6979373312010381,0.5522865032412202,0.569710647251127,9.141763268186578,2011-03-18,2011,3,18
2011-03-19,0.0,0.12809057735658175,0.42345756355258646,0.2814836673708202,0.32328501397355563,0.4752076391821627,0.5499592471359714,0.5065340234355474,0.24753658372569473,0.20117344756766717,0.4206994382692838,0.6232235168058841,0.58078047024121,0.11907420261335999,0.49087435266662544,0.4541754280247068,0.498947647385835,0.4339051152240562,0.4552678838160342,7.213675818347584,2011-03-19,2011,3,19
2011-03-20,0.0,0.13436691039603207,0.43903194877886986,0.3054772395575116,0.3441899771016466,0.5114938457427757,0.569741517906956,0.5316578845437441,0.2643924637044915,0.2172442138633094,0.4258275822581627,0.647868285634437,0.6039475488765256,0.12612331535134744,0.5166172874527811,0.47410850414304995,0.5400689591819758,0.46093451087152526,0.47939288876851305,7.592484884133656,2011-03-20,2011,3,20
2011-03-21,0.0,0.04184745381000939,0.11042620350151845,0.08000556621753444,0.08903152364819705,0.14895881297990643,0.14589490771589475,0.13794555955483292,0.07307172295562313,0.058858556953280135,0.1047104454538519,0.16696564798179414,0.15574375336438176,0.0364781673995424,0.1327605210181195,0.1212814881121426,0.15160632458344095,0.12019432886932137,0.12342421593253783,1.9992052000519291,2011-03-21,2011,3,21
2011-03-22,0.0,0.0,0.013639326585250938,0.0,0.0036453350247397267,0.003961741369698397,0.020667176611618012,0.01365313661470156,0.0,0.0,0.01902838169486377,0.02239705371804553,0.02077465421203556,0.0,0.010087967709171532,0.013410028675722895,0.00410895857756847,0.008277076348573522,0.009266967867023733,0.16291780500901365,2011-03-22,2011,3,22
2011-03-23,0.0,0.11843049631237236,0.3166534588916274,0.24511165300767399,0.26296594387866157,0.4329547694220508,0.4102802079210114,0.3944095523240347,0.21442954037010978,0.17437299023479524,0.2942747811335817,0.46987295956200353,0.43832965267063834,0.10132948794494948,0.3860788637200125,0.3470392167192905,0.4473466538629298,0.348610942680098,0.35879007495100634,5.761281245606847,2011-03-23,2011,3,23
2011-03-24,1.1313539909724601,0.8972468145832365,1.4321056762703765,1.2495542168200038,1.2428228578498737,1.978455042427581,1.8216048325124028,1.756930485406473,1.184023263838143,0.9800667131026057,1.33576279294645,2.0557905915030195,1.9320158879272313,0.7213710553569055,1.7256909147239161,1.5628032993605947,1.998262398160206,1.5831819504035762,1.6181795978787938,28.207222382043852,2011-03-24,2011,3,24
2011-03-25,0.0,0.03257319548699891,0.12068421665995209,0.07304682782080202,0.07662355402160391,0.14108630777200615,0.16185304247532697,0.14003236712642939,0.06458300477349033,0.051808866081231884,0.13700582023617094,0.18460040178511758,0.16703262941177724,0.02537481564379839,0.1335488992041507,0.1255312070903123,0.14473335189627884,0.11313143302338098,0.11915093719785222,2.0124008777066806,2011-03-25,2011,3,25
2011-03-26,0.0,0.23335311791945254,0.6983871067269088,0.4896653181315205,0.5466764784975616,0.8289525720477554,0.9090884560519225,0.8461968268108275,0.4279137406870893,0.3509912402629391,0.6765226643039683,1.0343135034709068,0.9642446375863841,0.218805283668012,0.8232346057953311,0.7555789576724756,0.8717659105047626,0.7336369754844814,0.7640950862140039,12.173422481836305,2011-03-26,2011,3,26
2011-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002900906700624236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002900906700624236,2011-03-27,2011,3,27
2011-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-28,2011,3,28
2011-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-29,2011,3,29
2011-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-30,2011,3,30
2011-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-31,2011,3,31
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-01,2011,4,1
2011-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-02,2011,4,2
2011-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-03,2011,4,3
2011-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-04,2011,4,4
2011-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-05,2011,4,5
2011-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-06,2011,4,6
2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-07,2011,4,7
2011-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-08,2011,4,8
2011-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-09,2011,4,9
2011-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-10,2011,4,10
2011-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-11,2011,4,11
2011-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-12,2011,4,12
2011-04-13,0.0,0.0,0.0,0.0,0.0,0.010222353354317074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009147471117226814,0.0,0.0,0.019369824471543888,2011-04-13,2011,4,13
2011-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-14,2011,4,14
2011-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-15,2011,4,15
2011-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-16,2011,4,16
