datetime,subcatchment_S1_Bifenthrin,subcatchment_S2_Bifenthrin,subcatchment_S3_Bifenthrin,subcatchment_S4_Bifenthrin,subcatchment_S5_Bifenthrin,subcatchment_S6_Bifenthrin,subcatchment_S7_Bifenthrin,subcatchment_S8_Bifenthrin,subcatchment_S9_Bifenthrin,subcatchment_S10_Bifenthrin,subcatchment_S11_Bifenthrin,subcatchment_S12_Bifenthrin,subcatchment_S13_Bifenthrin,subcatchment_S14_Bifenthrin,subcatchment_S15_Bifenthrin,subcatchment_S16_Bifenthrin,subcatchment_S17_Bifenthrin,subcatchment_S18_Bifenthrin,subcatchment_S19_Bifenthrin,subcatchment_S20_Bifenthrin,subcatchment_S21_Bifenthrin,subcatchment_S22_Bifenthrin,subcatchment_S23_Bifenthrin,subcatchment_S24_Bifenthrin,subcatchment_S25_Bifenthrin,subcatchment_S26_Bifenthrin,subcatchment_S27_Bifenthrin,subcatchment_S28_Bifenthrin,subcatchment_S29_Bifenthrin,subcatchment_S30_Bifenthrin,subcatchment_S31_Bifenthrin,subcatchment_S32_Bifenthrin,subcatchment_S33_Bifenthrin,subcatchment_S34_Bifenthrin,subcatchment_S35_Bifenthrin,subcatchment_S36_Bifenthrin,subcatchment_S37_Bifenthrin,subcatchment_S38_Bifenthrin,subcatchment_S39_Bifenthrin,subcatchment_S40_Bifenthrin,subcatchment_S41_Bifenthrin,subcatchment_S42_Bifenthrin,subcatchment_S43_Bifenthrin,subcatchment_S44_Bifenthrin,subcatchment_S45_Bifenthrin,subcatchment_S46_Bifenthrin,subcatchment_S47_Bifenthrin,subcatchment_S48_Bifenthrin,subcatchment_S49_Bifenthrin,subcatchment_S50_Bifenthrin,subcatchment_S51_Bifenthrin,subcatchment_S52_Bifenthrin,subcatchment_S53_Bifenthrin,subcatchment_S54_Bifenthrin,subcatchment_S55_Bifenthrin,subcatchment_S56_Bifenthrin,subcatchment_S57_Bifenthrin,subcatchment_S58_Bifenthrin,subcatchment_S59_Bifenthrin,subcatchment_S60_Bifenthrin,subcatchment_S61_Bifenthrin,subcatchment_S62_Bifenthrin,subcatchment_S63_Bifenthrin,subcatchment_S64_Bifenthrin,subcatchment_S65_Bifenthrin,subcatchment_S66_Bifenthrin,subcatchment_S67_Bifenthrin,subcatchment_S68_Bifenthrin,subcatchment_S69_Bifenthrin,subcatchment_S70_Bifenthrin,subcatchment_S71_Bifenthrin,subcatchment_S72_Bifenthrin,subcatchment_S73_Bifenthrin,subcatchment_S74_Bifenthrin,subcatchment_S75_Bifenthrin,subcatchment_S76_Bifenthrin,subcatchment_S77_Bifenthrin,subcatchment_S78_Bifenthrin,subcatchment_S79_Bifenthrin,subcatchment_S80_Bifenthrin,subcatchment_S81_Bifenthrin,subcatchment_S82_Bifenthrin,subcatchment_S83_Bifenthrin,subcatchment_S84_Bifenthrin,subcatchment_S85_Bifenthrin,subcatchment_S86_Bifenthrin,subcatchment_S87_Bifenthrin,subcatchment_S88_Bifenthrin,subcatchment_S89_Bifenthrin,subcatchment_S90_Bifenthrin,subcatchment_S91_Bifenthrin,subcatchment_S92_Bifenthrin,subcatchment_S93_Bifenthrin,subcatchment_S94_Bifenthrin,subcatchment_S95_Bifenthrin,subcatchment_S96_Bifenthrin,subcatchment_S97_Bifenthrin,subcatchment_S98_Bifenthrin,subcatchment_S99_Bifenthrin,subcatchment_S100_Bifenthrin,subcatchment_S102_Bifenthrin,subcatchment_S103_Bifenthrin,subcatchment_S101_Bifenthrin,subcatchment_S104_Bifenthrin,subcatchment_S105_Bifenthrin,subcatchment_S106_Bifenthrin,subcatchment_S107_Bifenthrin,subcatchment_S108_Bifenthrin,subcatchment_S109_Bifenthrin,subcatchment_S110_Bifenthrin,subcatchment_S111_Bifenthrin,subcatchment_S112_Bifenthrin,subcatchment_S113_Bifenthrin
2009-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-21,0.0,79.25756581624348,0.0,93.88852945963542,120.20892333984375,0.0,74.55711428324382,75.99616877237956,93.71082051595052,90.94877115885417,72.52723821004231,74.69682947794597,0.0,0.0,75.49539184570312,0.0,0.0,76.93341700236003,81.09925270080566,77.61056900024414,58.0508066813151,148.25598780314127,0.0,147.2585194905599,87.17158889770508,60.203269958496094,100.76518249511719,59.25237274169922,63.68597030639649,141.60980478922525,78.11905924479167,142.5688247680664,118.15779622395833,92.21571858723958,0.0,0.0,29.167526245117188,35.54401397705078,34.941155751546226,90.13011105855306,72.44326273600261,109.42959849039714,125.21095784505208,172.89338620503744,48.671243031819664,82.30943298339844,0.0,148.10751152038574,114.81864166259766,76.37596638997395,116.75021743774414,0.0,0.0,157.68190256754556,65.15777587890625,0.0,0.0,0.0,0.0,83.97528076171875,75.07070096333821,0.0,146.6235179901123,69.59178415934245,0.0,112.62489827473958,80.97284698486328,110.70465596516927,0.0,0.0,76.60935974121094,116.12075551350911,79.27699915568034,156.67904663085938,93.57554880777995,0.0,0.0,57.51026407877604,75.71702575683594,78.34539286295573,41.53878084818522,111.13437143961589,65.80327479044597,46.05799992879232,163.9745750427246,83.94511795043945,0.0,146.3744125366211,175.4971186319987,127.82772572835286,55.64810562133789,86.98298645019531,76.20292790730794,117.74070612589519,140.3668359120687,71.59764607747395,0.0,57.06518046061198,75.98406982421875,54.88599141438802,0.0,72.35077667236328,171.87474314371744,0.0,174.5204703013102,61.186761220296226,0.0,74.5440673828125,161.2282396952311,76.26365152994792,44.81969388326009,155.73005040486655,162.61855824788412
