datetime,subcatchment_S53_Bifenthrin,subcatchment_S54_Bifenthrin,subcatchment_S68_Bifenthrin,subcatchment_S70_Bifenthrin,subcatchment_S71_Bifenthrin,subcatchment_S74_Bifenthrin,subcatchment_S75_Bifenthrin,subcatchment_S76_Bifenthrin,subcatchment_S78_Bifenthrin,subcatchment_S79_Bifenthrin,subcatchment_S82_Bifenthrin,subcatchment_S84_Bifenthrin,subcatchment_S85_Bifenthrin,subcatchment_S86_Bifenthrin,subcatchment_S89_Bifenthrin,subcatchment_S91_Bifenthrin,subcatchment_S92_Bifenthrin,subcatchment_S93_Bifenthrin,subcatchment_S94_Bifenthrin,subcatchment_S95_Bifenthrin,subcatchment_S96_Bifenthrin,subcatchment_S97_Bifenthrin,subcatchment_S98_Bifenthrin,subcatchment_S99_Bifenthrin,subcatchment_S102_Bifenthrin,subcatchment_S103_Bifenthrin,subcatchment_S101_Bifenthrin,subcatchment_S108_Bifenthrin,bif_sum,date,year,month,day
2009-02-11,0.01287743657021597,4.955736175026793e-05,0.0007943241440105036,0.4289038392927781,0.01669486982415641,0.006831924133614369,0.026972866407703085,0.10066207163505812,1.3179267684561412e-05,0.021669835739338776,2.2848386724696417e-05,0.00010258642666919344,4.008710405149991e-06,1.0403862640967871e-05,0.0018733647196175634,8.159981027122868e-05,0.0002317825910812997,0.0019307606751328592,0.00196926804877465,1.7321571636503198e-06,0.0010000834399175925,0.06555660728594756,0.011512513225756546,0.023335994993618492,0.047961898983608836,1.107566252229247e-05,6.166640581468327e-06,0.0021722654115480253,0.7732548654082922,2009-02-11,2009,2,11
2009-02-12,6.051907030918143e-08,7.368978702013867e-14,4.774765719603729e-11,0.00037138623903874916,4.402011792730018e-09,1.340936661426671e-09,9.62646780489126e-09,3.95237338596026e-06,6.713847661192802e-16,3.953824994094815e-08,3.052460078336149e-14,3.4433289561588127e-11,1.6293591511670136e-16,1.4351214545238752e-14,4.219575132704077e-11,1.066920505133729e-13,6.151775175016886e-12,1.4208010301023081e-09,2.058495159374098e-10,6.319262016892862e-17,2.749993065562782e-10,1.3443956486830087e-06,1.0366951946828685e-08,3.6824740833994586e-08,1.559174557328286e-07,4.3971790228933825e-16,2.75287678412627e-16,2.106492512662499e-11,0.0003770035974285364,2009-02-12,2009,2,12
2009-02-13,2.423619959091333e-07,6.985934666755015e-17,2.9829401668225065e-13,0.002352526226195192,4.626229244022807e-09,2.429608100552769e-10,3.181406812717656e-08,1.8592572446600953e-05,3.390816308958257e-19,1.5175192330080396e-07,7.95543427564978e-16,1.5647561271861548e-11,5.374296312318969e-20,3.295460160807198e-16,1.3959154159209025e-12,9.400874349637003e-17,2.1893139601166244e-12,6.2312324720001614e-09,2.4859533741946165e-11,5.099550622931852e-19,9.038031936653181e-10,6.039186249264301e-06,3.486565170907539e-08,1.4231211013109596e-07,6.542717745902268e-07,1.3717869930480293e-19,1.2080963228405777e-19,3.907153090066336e-13,0.0023784274114231688,2009-02-13,2009,2,13
2009-02-14,4.710353351157885e-14,4.100182391554702e-25,2.3189856993951036e-21,0.0,1.2593528040292786e-16,3.1430166788943202e-18,4.74900849849775e-15,6.502865263821562e-12,1.5682776614373175e-27,1.3022675581863238e-14,1.2467899318387562e-25,6.72296362487668e-21,2.1927253403640023e-28,4.9654415455611164e-26,1.3553593014183624e-20,5.628343310786942e-25,4.968897015226925e-22,7.88527356031473e-18,3.0583315947325516e-19,5.596299047630607e-29,4.516448607897606e-19,1.1025753071929773e-12,1.471829990699055e-15,1.1973830642125376e-14,1.0161223021219187e-13,5.440360400179771e-28,5.43486153676092e-28,3.3427505831173733e-21,7.785511426936489e-12,2009-02-14,2009,2,14
2009-02-15,1.9772801308481496e-14,2.299407104121072e-28,1.3517626253441567e-23,8.906375462816344e-08,8.336689949771961e-18,7.490972624701129e-20,5.859712174039304e-16,2.62529406023131e-11,1.6746893049538973e-31,1.5421164798599842e-15,1.4280786142207818e-28,1.218056599919862e-22,2.0295054783393592e-32,4.31866259392327e-29,1.0928727188861969e-22,3.1792606881058953e-28,5.114692939486357e-24,5.296566845033458e-19,3.875080848252529e-21,2.482673406918586e-33,1.9039431375747644e-20,1.4427989103644412e-12,1.3623972168887302e-16,1.438821531098358e-15,2.0968931842109772e-14,1.4470487068965546e-32,1.2141027905613172e-31,2.3339859792908065e-23,8.909149482152268e-08,2009-02-15,2009,2,15
2009-02-16,1.1753722044921146e-20,5.661222707219136e-36,4.683383635249675e-31,5.871727111907363e-08,4.687724940520681e-25,3.798230474588158e-27,3.17294582043166e-23,4.848183420202031e-14,3.236446982083636e-39,6.626372769522471e-23,9.768499391765745e-37,2.1326893409841215e-30,9.962895565865343e-41,2.8783483600023192e-37,4.5548080839116664e-30,7.848227503666825e-36,5.782223932837398e-32,8.569911761898e-27,2.0673560670301033e-28,1.1017784550525615e-41,2.1444585304431543e-28,4.3301412527634045e-17,9.667489634207028e-24,1.9392541423949975e-22,6.847613271282331e-21,2.4550017106958453e-40,6.500610486817941e-40,8.96988978403004e-31,5.871731964422815e-08,2009-02-16,2009,2,16
2009-02-17,3.154981766893891e-26,2.0642846152473924e-45,2.770311205093585e-40,6.945251900985169e-11,7.516395709870763e-32,4.700699338138399e-35,6.385620581907901e-29,2.005586254135086e-18,0.0,1.530976311070211e-28,2.993218320790531e-46,7.953437084303309e-39,0.0,8.199881965707463e-47,5.6755086087289104e-39,2.9133330840021167e-45,2.696887086110989e-41,8.418728577255162e-34,1.070159190168646e-36,0.0,7.76788230473452e-36,6.586069863957187e-22,4.0746173564933126e-30,1.2628100286036656e-28,1.0399982732459636e-26,0.0,0.0,5.295169858894052e-40,6.945252101609659e-11,2009-02-17,2009,2,17
2009-02-18,1.4412870658050258e-35,0.0,0.0,0.0,4.818783500373737e-43,2.0810430818565694e-46,6.419201235809256e-39,3.686619910833584e-27,0.0,5.264905639007181e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.316599240645599e-45,3.47232327967742e-48,0.0,1.5124812794529982e-47,6.92246427308616e-31,3.778891765052563e-41,4.207217378951655e-39,3.9438074200340295e-36,0.0,0.0,0.0,3.6873121756335e-27,2009-02-18,2009,2,18
2009-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-19,2009,2,19
2009-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-20,2009,2,20
2009-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-21,2009,2,21
2009-02-22,2.6807506657247294e-35,0.0,0.0,1.77763106039345e-15,3.0727764858288033e-43,3.538871271995848e-47,8.547911907531978e-39,3.44628041614082e-26,0.0,7.869925163539627e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5939684059931225e-44,0.0,0.0,4.486317873728667e-47,1.4670651684587081e-30,4.729442434773437e-41,5.948538440769171e-39,7.20826118225557e-36,0.0,0.0,0.0,1.7776310604279143e-15,2009-02-22,2009,2,22
2009-02-23,4.504745755125687e-43,0.0,0.0,7.84501715714128e-22,0.0,0.0,1.0229390768530535e-46,1.093941526805933e-33,0.0,9.717467982662298e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3922963328009803e-38,0.0,4.869578945040261e-47,1.0548914366710374e-43,0.0,0.0,0.0,7.84501715715222e-22,2009-02-23,2009,2,23
2009-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-24,2009,2,24
2009-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-25,2009,2,25
2009-02-26,0.0,0.0,0.0,2.926169871453942e-26,0.0,0.0,0.0,2.930421839049309e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953050085970636e-45,0.0,0.0,0.0,0.0,0.0,0.0,2.926169871453971e-26,2009-02-26,2009,2,26
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-27,2009,2,27
2009-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-28,2009,2,28
2009-03-01,0.0,0.0,0.0,1.051571034128316e-25,0.0,0.0,0.0,8.214066129623977e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.499124053592547e-45,0.0,0.0,0.0,0.0,0.0,0.0,1.0515710341283243e-25,2009-03-01,2009,3,1
2009-03-02,0.0,0.0,0.0,8.414391673949834e-30,0.0,0.0,0.0,1.4350556886926827e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.414391673949848e-30,2009-03-02,2009,3,2
2009-03-03,0.0,0.0,0.0,3.0348941531879907e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0348941531879907e-33,2009-03-03,2009,3,3
2009-03-04,0.0,0.0,0.0,5.745740294342506e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.745740294342506e-38,2009-03-04,2009,3,4
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-05,2009,3,5
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-06,2009,3,6
2009-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-07,2009,3,7
2009-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-08,2009,3,8
2009-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-09,2009,3,9
2009-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-10,2009,3,10
2009-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-11,2009,3,11
2009-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-12,2009,3,12
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-13,2009,3,13
