datetime,subcatchment_S1_Bifenthrin,subcatchment_S2_Bifenthrin,subcatchment_S3_Bifenthrin,subcatchment_S4_Bifenthrin,subcatchment_S5_Bifenthrin,subcatchment_S6_Bifenthrin,subcatchment_S7_Bifenthrin,subcatchment_S8_Bifenthrin,subcatchment_S9_Bifenthrin,subcatchment_S10_Bifenthrin,subcatchment_S11_Bifenthrin,subcatchment_S12_Bifenthrin,subcatchment_S15_Bifenthrin,subcatchment_S18_Bifenthrin,subcatchment_S19_Bifenthrin,subcatchment_S20_Bifenthrin,subcatchment_S21_Bifenthrin,subcatchment_S22_Bifenthrin,subcatchment_S24_Bifenthrin,subcatchment_S25_Bifenthrin,subcatchment_S27_Bifenthrin,subcatchment_S28_Bifenthrin,subcatchment_S29_Bifenthrin,subcatchment_S30_Bifenthrin,subcatchment_S31_Bifenthrin,subcatchment_S32_Bifenthrin,subcatchment_S33_Bifenthrin,subcatchment_S34_Bifenthrin,subcatchment_S36_Bifenthrin,subcatchment_S37_Bifenthrin,subcatchment_S43_Bifenthrin,subcatchment_S44_Bifenthrin,subcatchment_S48_Bifenthrin,subcatchment_S55_Bifenthrin,subcatchment_S60_Bifenthrin,subcatchment_S61_Bifenthrin,subcatchment_S63_Bifenthrin,subcatchment_S66_Bifenthrin,subcatchment_S77_Bifenthrin,bif_sum,date,year,month,day
2009-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-20,2009,1,20
2009-01-21,0.0,0.5547653533109964,0.0,0.3429417623607504,1.0640152852728642,0.0,1.4183155307809283,1.2174376616024007,1.453590007891468,0.31404840128325723,0.6767635961314041,0.7306332759573259,1.391277536708805,1.3405356026962505,2.0555354624739617,1.3470621970868577,0.4936233358185265,2.1507313122201053,1.1906415917764834,1.4632095300478771,1.679046055814677,0.5201557517651132,0.6109232822103368,1.9070179093691517,0.6526365005313411,2.0538780703728876,1.771952640536617,1.5151521324578003,0.0,0.11832429165968229,1.9787664114661498,3.3673350218107276,2.971534645175412,0.9853945253022318,0.6883548720264416,2.1679809477098533,3.100096465836492,0.8942451455589729,0.0,46.18792211302416,2009-01-21,2009,1,21
2009-01-22,0.8608316121676639,7.850184746653687,2.5571916929205973,17.142190658037354,13.85577373234285,29.199105122909504,4.967579126415964,4.638003170372243,7.015307294813137,3.7420431883065857,7.796078558859273,7.345830415641165,4.957645219297068,5.226985235139001,3.687627366213546,5.34314882346903,16.524196942928647,10.785457926334987,20.043026265978792,5.720860741127317,6.986946714465934,18.6359948266363,18.14925555931322,11.56722465029156,9.400139169456056,8.71085600094603,8.907873865653176,6.110028384211899,1.0382562644255748,1.2476940545336204,8.249109565788327,6.147434829934918,6.2687325167076775,8.509279730085005,2.0666529245451843,2.055161154232881,4.790888941499936,38.09283365330261,17.357682093284765,363.5511127392431,2009-01-22,2009,1,22
2009-01-23,1.793092610369081e-05,7.279485587894426e-07,3.4910017897704228e-06,4.188482904978476e-06,3.8238666292568465e-07,2.2129484656467507e-06,1.6911576222665464e-08,8.648596305746108e-08,3.90380665610148e-08,3.4769157925102868e-06,1.8399604039929156e-07,1.4231418061490122e-07,2.52911723126754e-08,4.070112177646285e-08,9.758578937621014e-09,4.07890623931252e-08,1.3807935975890767e-07,1.64768620239584e-08,6.132705271320866e-07,3.945048627517437e-08,1.95003852488473e-08,1.7760785073311876e-08,8.454595596697755e-09,3.0986905254760926e-08,4.2416438998414185e-07,2.087465747288513e-09,4.22059776257246e-08,1.3111722253243825e-08,1.9291458029174845e-05,3.1665637867502916e-07,1.4197824063162034e-08,6.420052070683643e-10,4.328316556754108e-09,4.5555592476311385e-10,4.5193250717113404e-09,1.288084488644625e-09,5.777229672440453e-10,2.6858684786934883e-09,7.19397311185762e-09,5.400544858628102e-05,2009-01-23,2009,1,23
2009-01-24,8.395888078770064e-11,3.162580765995796e-13,9.079158516370989e-13,2.3112827909313304e-12,1.1487999282341423e-14,5.499727199852967e-13,3.258341475986642e-16,2.30512366281989e-15,8.699326524929537e-16,1.524186743254504e-13,4.9843118353372234e-15,3.549052827761285e-15,5.72631547067814e-16,1.0398178350238309e-15,1.7773614949335627e-17,1.0087889120030675e-15,3.500456511816512e-15,2.708903781226925e-16,1.870129563005929e-14,9.388023171607006e-16,3.510523694016713e-16,2.9422553086132085e-16,1.2209952821921954e-16,5.883582041902592e-16,1.655092804275348e-14,2.696097270402041e-17,8.904223649642383e-16,2.2410640057346615e-16,3.2892021626552016e-08,8.837951704021583e-15,2.344647850810723e-16,9.059943030738032e-19,9.892995735460166e-18,6.127878172015693e-19,6.666192551283678e-17,7.135229506726105e-19,7.0726424916165185e-19,8.281863781935916e-18,1.5618977028085664e-18,3.29802961380725e-08,2009-01-24,2009,1,24
2009-01-25,3.94807797383113e-11,1.2232001717790452e-15,1.0104231665082078e-14,1.0851335522804356e-14,5.490465510023259e-18,3.3840482272433746e-15,5.527916074028398e-21,2.6129678911313424e-19,9.268465634503927e-21,4.328302322308456e-16,1.582126006979089e-18,6.57170054673888e-19,1.6075273694278125e-20,1.0632679568891241e-20,2.0768562415079887e-23,9.767548037727844e-21,1.7271317493556442e-19,7.2575065560316125e-22,1.514428183029117e-17,8.063245243329592e-21,5.542175388870615e-21,7.392588851801145e-22,7.241255060095419e-23,4.95214229268581e-21,1.1565114563469085e-17,1.9628231750073163e-23,8.00986626338172e-21,2.446252182216769e-21,0.0,1.6626103401644812e-18,1.97338750046888e-21,2.181582243825517e-25,4.261907622012192e-24,1.0660978959869144e-25,2.656807700402534e-23,2.254091999794248e-25,1.6720648803611157e-25,2.098723922364892e-24,7.795044533422984e-26,3.95068120037792e-11,2009-01-25,2009,1,25
2009-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-26,2009,1,26
2009-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-27,2009,1,27
2009-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-28,2009,1,28
2009-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-29,2009,1,29
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-30,2009,1,30
2009-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-01-31,2009,1,31
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-01,2009,2,1
2009-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-02,2009,2,2
2009-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-03,2009,2,3
2009-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-04,2009,2,4
2009-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-05,2009,2,5
2009-02-06,0.0,0.9710819425447828,0.0,1.467288385359695,3.2023273154612624,0.2624716430191212,2.153121127441797,2.0102370883548075,2.520292796545226,0.5711686901704011,2.036276712449574,2.0533679926461548,2.1299708441619685,2.208417077067022,2.4923571715249286,2.2163017593507712,0.9070145667704839,3.3181480797239886,0.3651654067504798,2.3954926740790645,2.6781189435993955,0.949516806205176,0.9725947099937854,3.1757587139073484,1.2205239599650815,3.7304480960973394,3.0478972412669276,2.234742743954892,0.0,0.26267650259949943,2.8908462310544367,3.665676628549815,3.6236022623262767,3.934466146250429,1.1653419645331464,11.074711534643344,3.192005536193077,1.4069579331695652,0.0,82.50638722773105,2009-02-06,2009,2,6
2009-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-07,2009,2,7
2009-02-08,0.37231528614706133,0.2405759152543928,0.9674610786506462,0.3468443334383407,0.23786676053772668,0.47816572184136724,0.4557497984021287,0.6485934612585423,0.8262301035157144,1.2679085394189746,0.13110034823351657,0.1226388239767012,0.4836526972309614,0.5776917051432893,0.24932217128715414,0.6210976197808484,0.24862514464054045,0.12279856874857294,0.3790391037981912,0.7234136257252545,0.7122893277112149,0.24716388875609263,0.20457665579636303,0.15610677233001025,0.19134695707751634,0.09101569993806394,0.12792373092804513,0.5968689248485758,0.09473320174839064,0.43122779605281647,0.09823576243517484,0.05063683077923124,0.05742735319366659,0.06284135561157041,0.35004762351357377,0.05154055238967313,0.03787847663291242,0.4224881541473574,2.4172701115929813,15.902709982513155,2009-02-08,2009,2,8
2009-02-09,0.10230135643185694,0.08446736210749999,0.26713625264848384,0.11150532527547967,0.06830821561562658,0.1342561518495806,0.016631084916248644,0.02126952406688599,0.03059755502221152,0.3373182492976415,0.04188120394350515,0.038516958635108525,0.016149552029125,0.019860436169075214,0.009060634605247097,0.021268724008410365,0.0816577614539306,0.042108806521651075,0.11019045636502005,0.02470106184297094,0.026542666401993015,0.09194710479543793,0.0782020538779467,0.050028265090856706,0.058612394316854444,0.034728960173021996,0.040000327768330554,0.022276758981134927,0.04141076399624024,0.12622314218103475,0.03287184076163435,0.021139628173676085,0.021251989128241576,0.02749977913175188,0.15654963402711097,0.0019926662289997035,0.0151927562340652,0.21099691145747287,1.5217128024869004,4.158367118018263,2009-02-09,2009,2,9
2009-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.583076995354049e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4438094932948057e-08,0.0,0.0,0.0,7.727457944683529e-07,2009-02-10,2009,2,10
2009-02-11,0.03569216646546761,0.04036982910217166,0.03288820766314248,0.05377282434967688,0.014877843227668958,0.013872353450437446,0.00021903379587312407,0.0018147593614722321,0.0008723167523106148,0.028935920380110135,0.006564621944840169,0.004715343940019529,0.00039637259044525484,0.0007809282002725957,5.887809486915354e-06,0.0007885881034228365,0.005729243782467388,0.00029954959250858606,0.032398759258609196,0.0008233291994242848,0.00030133326376869453,0.00042110109984827673,0.00012084655902153577,0.0007800575372121062,0.019305887027013902,1.7571961537824577e-05,0.0010973493018205283,0.0001821370009358939,0.28792216457941355,0.003909573236068518,0.0002266425491710585,2.3870311246544943e-06,6.267876328532766e-06,2.475943839998388e-06,8.59280883206221e-05,1.1970678298211906e-07,1.6961636674216454e-06,4.479592698102135e-05,2.591359466129262e-05,0.5902721274173462,2009-02-11,2009,2,11
2009-02-12,2.9964713434326114e-06,4.488753257580343e-08,1.6207033570826332e-07,1.8839835512629617e-07,3.990206519372147e-09,7.107591317901747e-08,1.1473070769331842e-11,1.2156512310310967e-09,1.1326684800788787e-10,5.830529686147259e-08,5.484853813516402e-09,2.9429837818476237e-09,5.968165845071976e-11,1.0738175333518368e-10,8.803423113669478e-15,9.887724335731008e-11,5.364469850443893e-10,2.172616159027943e-12,1.0013948506874127e-08,1.950382941270164e-10,6.352416009724805e-12,2.5430967968223474e-12,1.8870206652458598e-13,8.791245017132146e-12,4.620974321920938e-09,4.7395490983453765e-15,8.296859492800643e-11,1.6101024668049072e-12,0.0,1.6943576510868554e-09,1.946647994695246e-12,8.578025595902471e-17,5.051999354403703e-16,8.303979491150514e-17,9.274100525772786e-15,6.344698492093253e-18,6.096107846954708e-17,1.8637797453911028e-15,5.8047392004490416e-15,3.5524005232105618e-06,2009-02-12,2009,2,12
2009-02-13,1.6876258172605692e-05,1.765858616131306e-07,7.303640146680076e-07,6.81817210704972e-07,3.950362747154912e-09,2.80981319663219e-07,4.586864921205667e-12,5.1039763341205e-09,3.585607910432935e-12,2.44162843714649e-07,1.0814620841433254e-09,5.523341806213995e-10,4.4152836348752174e-11,3.238304519576274e-10,1.9630411720050539e-16,3.040504436800223e-10,9.400231767752117e-11,1.1371614681039316e-14,1.0298527599256907e-08,1.987028193711374e-10,6.783808692123797e-14,7.825441306168014e-15,2.393062699853233e-16,1.353538892156416e-13,1.4564376855101136e-08,3.1298022506740375e-18,2.4149926306637508e-12,1.314993739503292e-14,0.0060660523109034,1.87911873329353e-09,1.0859181348545908e-14,2.149588505282841e-20,2.5105121906295205e-19,1.8078757426274375e-20,7.426652709640789e-18,5.3356112132691184e-20,4.855503434767306e-19,6.30437012988997e-19,7.60014011071959e-19,0.006085080886058085,2009-02-13,2009,2,13
2009-02-14,4.444442579123767e-11,5.103961488720727e-14,1.2838293586506635e-13,8.838085528207445e-13,1.4411177282590917e-16,1.2568245627898106e-13,1.1250529334343467e-21,5.374803162113538e-18,3.843868768035753e-20,2.6981946811346832e-14,2.850486029109676e-17,1.1853874687982587e-17,1.2411466503538414e-20,1.1243234395751385e-19,2.947392018933003e-26,1.0177006709953111e-19,1.153781254416638e-18,8.70538652087913e-23,3.551977386044837e-16,6.124638575643527e-20,5.891956683224368e-22,5.309247674618442e-23,1.419156003838236e-24,1.1746819516416002e-21,1.4062162357018455e-15,1.6179975956556312e-26,2.4405775677914996e-20,1.084701198908431e-22,0.0,2.6025165853714944e-17,8.530699932133059e-23,8.051577865141892e-29,1.1889260937763251e-27,6.352533420355954e-29,3.85037256699066e-26,5.608188553336978e-30,5.325297783647779e-29,2.53615547354281e-27,2.6022504531657343e-27,4.566230009006248e-11,2009-02-14,2009,2,14
2009-02-15,2.658443492005258e-10,4.050133871370791e-14,3.150835829904001e-14,5.287002073838297e-13,6.582793600380995e-18,5.911440564950822e-14,1.248494939403956e-23,3.4683438684986636e-19,1.115438536626778e-21,1.3879154175843725e-15,9.546018175060413e-19,3.424144479159871e-19,2.4286745037191986e-22,3.452230853250438e-21,2.5225725265942255e-29,2.9665798319643184e-21,2.3617933114474016e-20,2.0197460413449418e-25,2.122066789220217e-17,1.643274839177522e-21,6.777083789461742e-24,1.18575509785963e-25,1.1169061505446132e-27,5.7958140761886245e-24,8.237407158596535e-17,3.8358724629260286e-30,1.8599447342569454e-22,8.687438032801235e-25,1.7097973702384628e-06,1.3913210824013655e-18,6.536237431729856e-25,3.0678799048234953e-33,3.8496530726214848e-31,1.795301191845507e-33,1.1069324123676045e-29,2.8207728657365155e-34,1.8694897232602035e-33,8.589263652775754e-32,1.4320684751475036e-32,1.7100638759131348e-06,2009-02-15,2009,2,15
2009-02-16,4.257220300354905e-12,1.0318830484900523e-20,1.5107545444175017e-19,2.4801876402484998e-19,3.833903551369408e-25,1.386136842657842e-20,1.5475839193546584e-31,5.321286103811309e-27,1.4688983258964417e-29,2.439180039501252e-22,4.9205568160531395e-26,1.616017991454227e-26,3.212404532754335e-30,5.739408571809658e-29,1.6809500744932972e-37,4.730197710072291e-29,1.2264241995788747e-27,6.604228154138118e-33,1.244609693400851e-24,2.3759493823232716e-29,7.608811511433441e-32,3.549609080912951e-33,2.8420107564343715e-35,2.2429501862573933e-31,2.43716607697083e-24,8.256581576610777e-38,7.908720787276341e-30,8.822486699831038e-33,8.82411312564115e-06,7.716855559785417e-26,6.322522912101981e-33,1.3794705819505164e-41,2.1471428230339495e-39,7.93894617457013e-42,2.502765046898012e-37,1.2183565381433387e-42,8.13557373413877e-42,1.581878622161054e-39,2.6552199500436802e-40,8.824117382861874e-06,2009-02-16,2009,2,16
2009-02-17,1.1228357736014102e-16,3.224931127281233e-26,4.7722874244496805e-25,3.028798782849278e-24,1.3623529715296417e-31,3.7534335573121566e-26,7.346474248053668e-41,4.159108758077587e-34,3.448852555436365e-38,6.335119763058492e-28,4.826447497259117e-33,1.24190161114865e-33,7.215911779110026e-39,2.9375336484607706e-37,0.0,2.080862683715245e-37,6.606846649042047e-36,3.057753585459334e-42,4.560378998150062e-31,7.289836247471589e-38,3.6824978046627834e-41,1.714557495877311e-42,1.1470529454579166e-44,1.2272718954104992e-40,6.2792833234342325e-30,0.0,1.4770892924711345e-38,4.015866685767321e-42,4.804513713218926e-08,1.8693710557155107e-33,2.8390628010408194e-42,0.0,0.0,0.0,5.956363529654981e-47,0.0,0.0,0.0,0.0,4.804513724447284e-08,2009-02-17,2009,2,17
